n_peaks,exact_2_3_pairs,exact_koide_triplets,best_delta_chi2,best_k,p_shuffle_scanmax,index,epoch,elapsed_s,file
0,0,0,140.57299104514317,2.1500375093773445,0.004975124378109453,0,1773043682,0,captures\20260309_010802\fft.npy
8,2,2,21.13908290898513,44.53413353338335,0.009950248756218905,1,1773043682,0,captures\20260309_010802\waveform_raw.npy
