"analysis_id","n","mean","median","rms","sd","peak_to_peak","min","max","skewness","kurtosis","clip_fraction","quantization_step","linear_trend_slope","half_split_drift","stationary_mean","acf_lag1","effective_sample_size","ljung_box_p"
"cap_post_canonical",10000,-13.6275,-13.68,13.6277275523104,0.0787566521699982,0.48,-13.8,-13.32,1.13664022617017,3.34565278967596,0.0057,0.12,-0.00695740326957406,0.00165600000000055,TRUE,0.740142176140289,335.81955674627,0
"cap_post_1773046275",10000,5.55875112853341e-15,-0.0428879999999943,0.0763359643680486,0.0763397814525507,0.48,-0.162887999999995,0.317112000000005,1.229369846092,3.89563601626,0.015,0.12,0.00465033604650336,0.000863999999999998,TRUE,0.76455345293307,338.918269374471,0
"cap_run_1773047118",10000,-1.67741384998116e-15,-1.20000000016773e-05,0.00119993999849992,0.00119999999999999,0.119999999999999,-1.20000000016773e-05,0.119987999999998,99.9849993749562,9998.00010001,1,0.12,-2.93040002930399e-05,2.39999999999998e-05,TRUE,-0.000100020002000204,10000,1
"cap_usr_wf",10004,0.00728961465303878,0.007000005,0.00753740511327699,0.00191686236883996,0.198,-0.148,0.05,-50.9592546623876,4351.67842576131,0.000199920031987205,1e-04,0.000173825066740791,1.72929408236676e-06,TRUE,-0.154549574103294,1186.44460364091,0
